0.72,5026.65,5
0.76,3440.72,5
0.76,4914.91,5
0.73,51.31,5
0.75,5956.15,7
0.77,6027.24,7
0.74,3959.70,7
0.74,5274.51,7
0.76,2745.48,7
0.73,5907.31,9
0.74,6565.37,9
0.73,3463.06,9
0.76,4288.91,9
0.75,5173.81,9
0.75,5970.77,11
0.73,5043.95,11
0.72,6069.10,11
0.72,6093.97,11
0.75,6297.78,11
0.76,3762.41,13
0.76,6437.83,13
0.73,5706.57,13
0.76,6301.49,13
0.74,6693.22,13
0.74,6537.50,15
0.73,6325.99,15
0.73,5591.46,15
0.76,6738.02,15
0.77,6805.21,15
0.85,4393.69,5
0.86,4144.32,5
0.85,857.06,5
0.84,904.46,5
0.84,3066.48,5
0.84,4200.49,7
0.83,4197.87,7
0.86,3293.55,7
0.83,3570.11,7
0.83,4029.76,7
0.84,3136.71,9
0.84,1399.41,9
0.84,5582.24,9
0.87,4704.24,9
0.82,3892.48,9
0.87,4853.68,11
0.82,3538.67,11
0.84,6046.54,11
0.84,4274.05,11
0.84,2040.57,11
0.85,4634.06,13
0.84,5073.79,13
0.87,3273.86,13
0.82,3852.24,13
0.86,6170.05,13
0.87,5320.26,15
0.87,4814.33,15
0.83,4805.98,15
0.84,6863.68,15
0.82,3909.92,15
0.03,517.89,5
0.13,1796.40,5
0.25,2856.59,5
0.38,3635.26,5
0.46,2123.27,5
0.55,1042.67,5
0.65,1132.41,5
0.75,261.40,5
0.86,336.91,5
