0.17,2505.85,5
0.17,2263.24,5
0.18,2449.96,5
0.14,1838.07,5
0.17,2481.63,5
0.18,2665.43,5
0.13,1984.59,5
0.16,2417.70,5
0.18,2540.81,5
0.14,2058.18,5
0.72,4680.25,5
0.72,1861.32,5
0.76,2701.51,5
0.74,2317.76,5
0.78,3152.89,5
0.74,427.41,5
0.76,2644.77,5
0.77,5784.68,5
0.73,376.83,5
0.75,2418.32,5
0.25,3111.49,5
0.27,3404.79,5
0.27,3239.68,5
0.22,2832.55,5
0.22,1534.23,5
0.25,3362.28,5
0.27,3633.82,5
0.24,2895.01,5
0.24,3291.98,5
0.26,3354.02,5
0.06,1038.70,5
0.07,1260.10,5
0.06,1077.12,5
0.07,1346.94,5
0.07,1316.88,5
0.04,928.45,5
0.07,1295.88,5
0.07,1186.07,5
0.07,1244.24,5
0.08,1446.86,5
0.95,3419.77,5
0.93,2318.21,5
0.96,2859.64,5
0.93,701.09,5
0.96,661.60,5
0.97,1540.77,5
0.96,2367.38,5
0.93,2519.46,5
0.92,2913.66,5
0.96,875.09,5
0.33,4276.63,5
0.37,4085.59,5
0.34,4054.05,5
0.37,1466.71,5
0.33,3619.00,5
0.36,3987.03,5
0.37,3371.60,5
0.37,3817.55,5
0.34,4289.41,5
0.33,3802.56,5
0.56,5377.98,5
0.55,5099.48,5
0.56,5024.05,5
0.56,2653.88,5
0.52,2468.61,5
0.54,4640.20,5
0.54,4805.19,5
0.57,5245.33,5
0.56,4566.85,5
0.57,2664.42,5
0.84,3611.58,5
0.85,3383.97,5
0.86,1493.81,5
0.85,2163.88,5
0.84,2494.06,5
0.84,775.81,5
0.83,3686.27,5
0.83,4605.98,5
0.85,1706.25,5
0.88,2823.81,5
0.06,1155.79,7
0.08,1484.28,7
0.07,1179.01,7
0.08,1387.30,7
0.06,1079.26,7
0.07,1420.65,7
0.05,1075.24,7
0.08,1489.77,7
0.05,995.24,7
0.08,1465.20,7
0.15,2125.59,7
0.18,2810.83,7
0.17,2875.84,7
0.16,2478.92,7
0.14,2388.74,7
0.15,2541.30,7
0.16,2610.46,7
0.15,2161.55,7
0.14,2362.10,7
0.16,2645.49,7
0.44,4954.78,5
0.48,2120.58,5
0.47,2427.09,5
0.44,4490.20,5
0.48,2507.94,5
0.46,4490.41,5
0.47,2199.68,5
0.45,2366.39,5
0.48,4791.49,5
0.45,4518.62,5
0.68,5871.76,5
0.66,4935.98,5
0.65,5314.17,5
0.67,5455.77,5
0.62,4971.61,5
0.67,5261.09,5
0.68,4784.57,5
0.65,1148.05,5
0.67,5390.85,5
0.67,4944.54,5
0.24,3570.88,7
0.24,3500.30,7
0.23,2616.82,7
0.25,3148.64,7
0.24,1475.80,7
0.25,3266.82,7
0.24,3116.75,7
0.25,3577.92,7
0.25,3701.10,7
0.24,3425.85,7
0.65,5945.95,7
0.65,5905.14,7
0.65,5496.73,7
0.63,5659.32,7
0.65,5990.97,7
0.66,5612.72,7
0.66,4084.80,7
0.65,5629.71,7
0.64,6243.55,7
0.67,5729.42,7
0.08,1378.44,9
0.08,1449.80,9
0.06,1126.12,9
0.06,1242.39,9
0.07,1404.75,9
0.08,1441.52,9
0.07,1350.55,9
0.08,1535.62,9
0.08,1457.05,9
0.08,1537.79,9
0.44,4967.06,7
0.43,5241.14,7
0.45,2683.91,7
0.44,5260.29,7
0.43,5159.94,7
0.46,5209.51,7
0.42,4692.61,7
0.43,4888.44,7
0.46,4247.75,7
0.44,4261.75,7
0.58,5903.96,7
0.52,5812.48,7
0.52,5206.84,7
0.56,5935.81,7
0.54,5291.61,7
0.57,5581.79,7
0.58,4804.75,7
0.54,5544.85,7
0.55,6116.87,7
0.57,2907.07,7
0.36,3594.02,7
0.37,4251.11,7
0.37,4724.52,7
0.37,4701.94,7
0.38,4809.84,7
0.34,4162.42,7
0.36,4069.90,7
0.34,4263.58,7
0.36,4110.34,7
0.36,3947.15,7
0.17,2660.70,9
0.18,2800.05,9
0.16,2645.29,9
0.17,2836.11,9
0.15,2334.04,9
0.15,2280.36,9
0.17,2326.10,9
0.16,2688.46,9
0.16,2765.74,9
0.18,2487.77,9
0.25,3840.07,9
0.27,3788.34,9
0.25,3790.05,9
0.23,3427.16,9
0.27,3825.22,9
0.24,3626.11,9
0.25,3637.69,9
0.24,3090.65,9
0.27,4215.73,9
0.24,3388.01,9
0.87,2493.73,7
0.85,2537.44,7
0.83,3583.27,7
0.87,2341.60,7
0.84,3029.03,7
0.88,3805.99,7
0.85,2890.95,7
0.85,3033.45,7
0.85,6004.63,7
0.84,1666.63,7
0.73,5461.00,7
0.74,2451.36,7
0.77,3128.34,7
0.75,6129.98,7
0.75,3017.72,7
0.77,5467.40,7
0.75,3310.31,7
0.77,5855.52,7
0.72,4475.58,7
0.77,6086.91,7
0.97,2988.20,7
0.97,3062.70,7
0.96,4005.55,7
0.95,1832.33,7
0.92,2953.16,7
0.96,2184.93,7
0.93,2827.55,7
0.94,4701.18,7
0.94,3553.19,7
0.93,4058.18,7
0.16,2675.68,11
0.17,2823.75,11
0.17,2559.91,11
0.15,2493.15,11
0.18,2971.43,11
0.18,2878.25,11
0.17,2659.64,11
0.18,2881.99,11
0.16,2819.13,11
0.17,2847.84,11
0.48,5771.75,9
0.45,5545.83,9
0.43,5292.05,9
0.43,5463.61,9
0.47,5538.33,9
0.44,5299.69,9
0.46,5871.64,9
0.47,4942.75,9
0.44,5106.25,9
0.45,5794.74,9
0.37,4940.97,9
0.38,5002.68,9
0.35,4467.38,9
0.37,4798.16,9
0.36,4197.18,9
0.33,3760.88,9
0.37,4390.88,9
0.37,4463.57,9
0.37,4469.63,9
0.34,4792.43,9
0.74,6530.07,9
0.73,3962.32,9
0.77,4737.19,9
0.75,3474.99,9
0.77,6884.96,9
0.77,3243.74,9
0.75,3462.24,9
0.73,6766.32,9
0.77,3974.24,9
0.78,3560.39,9
0.63,6241.03,9
0.64,3745.28,9
0.63,5931.54,9
0.67,7030.89,9
0.63,6171.40,9
0.67,3533.16,9
0.67,6169.44,9
0.64,5932.54,9
0.67,5904.01,9
0.67,6411.22,9
0.56,5612.19,9
0.52,5714.03,9
0.57,6335.95,9
0.53,6254.10,9
0.55,6174.11,9
0.54,5722.57,9
0.54,5617.75,9
0.57,6262.17,9
0.57,5949.68,9
0.56,6552.51,9
0.07,1465.80,11
0.07,1428.06,11
0.08,1410.92,11
0.07,1427.37,11
0.07,1396.55,11
0.07,1433.07,11
0.08,1332.21,11
0.07,1414.32,11
0.08,1413.85,11
0.08,1520.98,11
0.93,4936.87,9
0.97,1172.81,9
0.92,1810.92,9
0.93,4858.09,9
0.94,3077.14,9
0.96,4149.98,9
0.93,3563.02,9
0.94,2072.96,9
0.95,2560.34,9
0.96,3714.39,9
0.85,3459.15,9
0.85,3487.90,9
0.87,4120.21,9
0.88,3921.41,9
0.88,1899.51,9
0.84,2388.61,9
0.85,4384.20,9
0.86,3102.90,9
0.85,3837.37,9
0.82,3082.13,9
0.26,3467.17,11
0.27,4114.44,11
0.28,3880.53,11
0.25,3908.61,11
0.24,3752.10,11
0.27,3723.46,11
0.27,4111.88,11
0.24,3455.68,11
0.23,3720.02,11
0.27,3300.81,11
0.35,4342.77,11
0.35,4914.00,11
0.37,4708.95,11
0.37,4900.83,11
0.35,4161.94,11
0.34,4636.91,11
0.37,5092.50,11
0.35,5365.97,11
0.36,5186.17,11
0.38,5391.05,11
0.07,1328.09,13
0.07,1453.32,13
0.08,1567.52,13
0.08,1443.80,13
0.07,1431.67,13
0.08,1506.14,13
0.08,1503.72,13
0.07,1333.82,13
0.07,1349.76,13
0.07,1450.53,13
0.55,6096.65,11
0.55,6679.07,11
0.56,6416.79,11
0.55,6384.11,11
0.56,6158.21,11
0.56,5962.04,11
0.57,6578.32,11
0.54,6594.58,11
0.57,7143.16,11
0.53,6183.66,11
0.63,7120.12,11
0.67,6680.71,11
0.63,6382.82,11
0.65,6555.65,11
0.66,4390.36,11
0.68,6535.55,11
0.67,6948.75,11
0.64,6874.89,11
0.68,4177.91,11
0.66,7091.54,11
0.36,5300.96,13
0.37,5258.23,13
0.34,5027.94,13
0.36,4836.21,13
0.38,5582.81,13
0.37,5088.01,13
0.37,4896.93,13
0.37,4572.49,13
0.37,5001.19,13
0.38,5259.78,13
0.44,5398.48,11
0.47,5884.38,11
0.44,5802.46,11
0.45,5333.81,11
0.47,6009.36,11
0.47,5497.92,11
0.45,5661.85,11
0.47,5912.71,11
0.47,5251.67,11
0.45,5801.27,11
0.73,3381.44,11
0.75,4472.07,11
0.76,6671.05,11
0.76,3739.12,11
0.75,4094.57,11
0.76,3750.17,11
0.76,6301.77,11
0.78,4638.55,11
0.75,3809.11,11
0.75,4458.64,11
0.18,2763.84,13
0.14,2427.32,13
0.18,2989.81,13
0.16,2645.10,13
0.16,2721.18,13
0.18,3263.05,13
0.15,2789.11,13
0.17,3062.33,13
0.18,2802.59,13
0.15,2696.90,13
0.24,3732.10,13
0.27,3329.23,13
0.28,3922.47,13
0.26,3967.35,13
0.26,4042.71,13
0.25,3914.67,13
0.28,3747.84,13
0.27,3842.99,13
0.26,3748.40,13
0.27,4146.19,13
0.88,3402.38,11
0.85,3423.99,11
0.88,2722.87,11
0.87,3043.71,11
0.83,3392.58,11
0.86,6723.00,11
0.86,3743.04,11
0.82,3904.80,11
0.82,4847.92,11
0.84,4848.36,11
0.97,4263.83,11
0.93,4076.42,11
0.94,3286.45,11
0.92,2076.88,11
0.96,2281.06,11
0.96,2572.47,11
0.93,3771.98,11
0.94,4003.69,11
0.95,3050.20,11
0.93,4044.53,11
0.06,1325.17,15
0.08,1472.32,15
0.08,1470.40,15
0.07,1480.89,15
0.08,1528.85,15
0.07,1402.77,15
0.08,1566.21,15
0.07,1443.06,15
0.08,1585.29,15
0.07,1474.37,15
0.16,2979.40,15
0.18,2704.61,15
0.16,2761.49,15
0.18,3296.35,15
0.18,3051.75,15
0.17,2757.44,15
0.17,2649.45,15
0.16,2831.50,15
0.17,2890.31,15
0.18,2932.60,15
0.55,6943.03,13
0.57,6954.05,13
0.56,7032.11,13
0.56,6484.04,13
0.57,5931.72,13
0.55,6976.47,13
0.58,6681.45,13
0.58,7085.95,13
0.56,6858.10,13
0.54,6813.83,13
0.25,3895.73,15
0.27,4543.45,15
0.26,3885.52,15
0.27,4246.03,15
0.28,4104.34,15
0.25,3692.00,15
0.26,3624.68,15
0.27,4162.15,15
0.26,4288.87,15
0.27,4371.81,15
0.85,4803.93,13
0.82,5318.19,13
0.86,4588.72,13
0.86,4336.62,13
0.86,7126.33,13
0.87,5111.09,13
0.83,7908.34,13
0.86,4500.92,13
0.85,4282.60,13
0.85,3211.27,13
0.46,5474.03,13
0.44,5972.16,13
0.46,6026.96,13
0.47,6244.84,13
0.44,4775.43,13
0.46,5319.47,13
0.43,6165.39,13
0.44,6152.97,13
0.47,5974.62,13
0.43,5107.09,13
0.65,6895.91,13
0.68,7099.07,13
0.68,7035.46,13
0.64,6345.29,13
0.65,7439.89,13
0.67,4533.34,13
0.65,7648.02,13
0.68,7006.15,13
0.68,7498.67,13
0.68,4745.38,13
0.76,5166.02,13
0.74,6903.39,13
0.76,4120.84,13
0.73,4317.34,13
0.76,5317.10,13
0.76,6015.66,13
0.76,7698.22,13
0.77,4359.37,13
0.74,7430.82,13
0.76,7509.39,13
0.64,7644.23,15
0.67,7511.13,15
0.66,4762.30,15
0.67,7520.01,15
0.65,7450.98,15
0.66,7652.02,15
0.63,7064.73,15
0.68,7519.77,15
0.68,7492.63,15
0.63,7835.70,15
0.77,4115.46,15
0.76,4383.85,15
0.75,4307.15,15
0.77,5048.65,15
0.77,4240.15,15
0.75,7824.77,15
0.76,7773.66,15
0.77,7678.95,15
0.74,5176.00,15
0.77,7196.23,15
0.38,5568.51,15
0.38,5201.49,15
0.35,5073.90,15
0.37,5115.44,15
0.38,5857.84,15
0.37,4485.80,15
0.36,5088.25,15
0.38,5777.58,15
0.38,5163.95,15
0.38,5575.26,15
0.46,5758.47,15
0.44,5538.47,15
0.48,6240.10,15
0.46,6296.73,15
0.46,5125.06,15
0.46,5851.32,15
0.47,6668.22,15
0.48,6650.94,15
0.45,5346.39,15
0.48,6561.44,15
0.98,5172.26,13
0.94,3357.69,13
0.93,4283.58,13
0.92,4278.55,13
0.93,3055.53,13
0.93,4030.73,13
0.92,3626.65,13
0.93,2541.13,13
0.95,3911.83,13
0.94,5017.16,13
0.57,7019.30,15
0.53,6830.20,15
0.53,7162.47,15
0.54,6678.03,15
0.54,6902.59,15
0.57,7113.28,15
0.57,6779.25,15
0.56,6783.45,15
0.57,6738.62,15
0.58,6258.73,15
0.87,3504.90,15
0.85,5138.61,15
0.84,4574.52,15
0.87,4297.18,15
0.86,3987.61,15
0.87,5046.67,15
0.85,5082.87,15
0.86,4383.87,15
0.86,5394.68,15
0.84,3674.48,15
0.95,4469.00,15
0.94,4512.34,15
0.93,4239.44,15
0.95,3320.96,15
0.95,4572.13,15
0.94,3881.81,15
0.96,4437.39,15
0.95,4935.83,15
0.95,3501.71,15
0.94,2700.82,15
